# PSIBLAST 2.9.0+
# Iteration: 1
# Query: 
# Database: ../uniprotPF00018proteins.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 125 hits found
1	Q8TEJ3	26.531	49	33	2	1	49	200	245	1.71e-07	38.6
1	Q8TEJ3	27.660	47	33	1	2	48	471	516	1.31e-06	35.9
1	Q8TEJ3	27.451	51	32	2	1	48	262	310	7.80e-06	34.0
1	Q5HYK7	33.333	48	29	2	1	48	736	780	3.48e-08	40.5
1	Q5HYK7	32.653	49	30	2	1	49	667	712	3.64e-06	34.7
1	Q9H6S3	22.917	48	34	3	1	48	498	542	3.87e-08	40.5
1	Q15642	34.000	50	30	3	1	49	546	593	5.04e-08	40.1
1	Q9UNF0	34.000	50	30	3	1	49	432	479	5.55e-08	39.7
1	O43307	28.571	49	32	2	1	49	14	59	8.99e-08	39.4
1	P16885	32.353	34	22	1	1	34	775	807	9.06e-08	39.4
1	P19174	24.490	49	35	2	1	49	797	843	9.81e-08	39.4
1	Q6XZF7	36.364	44	27	1	1	44	8	50	1.06e-07	39.0
1	Q6XZF7	27.083	48	32	2	1	48	249	293	2.16e-04	29.7
1	Q99961	25.000	48	33	2	1	48	312	356	1.20e-07	39.0
1	Q9BX66	23.404	47	35	1	2	48	874	919	1.37e-07	39.0
1	Q9BX66	33.333	48	29	2	1	48	799	843	1.90e-07	38.6
1	Q9BX66	27.083	48	34	1	1	48	1237	1283	1.06e-06	36.3
1	Q15811	27.273	44	29	1	9	49	1087	1130	1.44e-07	38.6
1	Q15811	23.404	47	33	2	3	49	1163	1206	3.98e-07	37.4
1	O94868	29.730	37	22	2	1	34	573	608	1.57e-07	38.6
1	P42685	25.000	56	34	3	1	49	48	102	1.74e-07	38.6
1	O75563	31.250	48	28	3	3	48	305	349	1.76e-07	38.6
1	Q8IZP0	27.273	33	23	1	1	33	452	483	1.84e-07	38.6
1	Q9Y5K6	28.000	50	31	3	1	48	275	321	2.32e-07	38.2
1	Q9Y5K6	28.571	49	32	2	1	49	114	159	4.91e-07	37.4
1	P06239	25.532	47	33	2	2	48	68	112	3.14e-07	37.8
1	Q8TE68	33.333	45	27	3	4	48	487	528	3.22e-07	37.8
1	Q99469	26.531	49	33	2	1	49	291	336	3.52e-07	37.8
1	O75791	26.531	49	33	2	1	49	277	322	4.71e-07	37.4
1	O75791	39.583	48	25	3	1	48	4	47	1.06e-06	36.3
1	P62993	35.417	48	27	3	2	48	5	49	4.84e-07	37.0
1	P62993	22.917	48	34	2	1	48	162	206	1.43e-05	33.2
1	Q13588	22.917	48	34	2	1	48	164	208	5.62e-07	37.0
1	Q13588	34.694	49	28	3	1	48	4	49	6.15e-06	34.0
1	P14317	29.730	37	25	1	1	37	434	469	5.95e-07	37.0
1	O60504	24.490	49	36	1	1	49	460	507	6.16e-07	37.0
1	O60504	32.609	46	28	2	4	49	389	431	7.72e-07	36.7
1	O60504	27.083	48	34	1	1	48	618	664	4.17e-06	34.7
1	P42681	26.531	49	34	2	1	49	88	134	7.63e-07	36.7
1	Q96HU1	26.531	49	33	2	1	49	486	531	1.15e-06	36.3
1	P16333	28.947	38	25	1	12	49	122	157	1.62e-06	35.9
1	Q8TC17	34.694	49	28	3	1	48	4	49	3.24e-06	34.3
1	P42679	34.286	35	22	1	12	45	64	98	3.80e-06	34.7
1	Q08881	25.000	48	34	2	2	49	178	223	4.13e-06	34.7
1	P78352	17.544	57	39	2	1	49	434	490	4.89e-06	34.3
1	Q9ULH1	18.919	37	29	1	1	37	1073	1108	5.21e-06	34.3
1	O43639	28.947	38	25	1	12	49	127	162	5.84e-06	34.3
1	Q86WV1	31.707	41	24	2	10	48	308	346	6.38e-06	34.0
1	P20936	19.149	47	38	0	1	47	285	331	6.60e-06	34.0
1	Q8NFA2	26.829	41	28	1	9	49	250	288	6.64e-06	34.0
1	Q8NFA2	27.586	29	20	1	21	49	190	217	2.43e-04	29.7
1	Q15080	39.394	33	19	1	1	33	176	207	1.34e-05	33.2
1	Q8TEC5	30.189	53	30	3	1	48	193	243	1.49e-05	33.2
1	Q8TEC5	25.000	48	35	1	1	48	386	432	1.54e-05	33.2
1	O75044	23.404	47	33	2	2	48	735	778	2.29e-05	32.4
1	P19878	25.000	48	33	2	1	48	246	290	3.41e-05	32.0
1	Q7Z6B7	27.660	47	31	2	2	48	750	793	4.45e-05	31.7
1	P98171	20.833	48	35	2	1	48	752	796	6.81e-05	31.3
1	Q12959	22.807	57	36	2	1	49	587	643	9.34e-05	30.9
1	Q13239	28.125	32	22	1	17	48	43	73	1.16e-04	30.5
1	P55345	18.367	49	37	2	1	49	36	81	1.16e-04	30.5
1	O43295	25.532	47	32	2	2	48	751	794	1.20e-04	30.5
1	Q92796	22.807	57	36	3	1	49	507	563	2.35e-04	29.7
1	Q9H6Q3	24.490	49	35	2	1	49	38	84	3.54e-04	29.3
# BLAST processed 1 queries
